brand,item_name,rating,comments,all_price ($),shipping_cost (+$) ,shipping from,sold_quantity (+),view_quantity,notice,image_url
Apple,Apple iPhone 11 - White - Missing Sim Tray - READ,9,Parts Only,39.99,26.46,from United States,461,9,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW in Box CAT S22 Rugged Touch Screen Android Flip Phone 16GB T-Mobile,4,Brand New,73.99,27.11,from United States,354,59,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Ericsson,Ericsson World T28 T28s (Unlocked) Cellular Phone,47,Open Box,79,Free,from China,23,22,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 11 - 128GB - All Colors - Fully Unlocked - Excellent Condition (A),174,Excellent - Refurbished,386.99,33.06,from United States,435,26,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy S22 S901 128GB US Cellular / Unlocked Smartphone Excellent,9,Pre-Owned,214.99 to 264.99,29.79,from United States,"1,004",17,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 5c - 8/16/32GB - ALL COLORS Unlocked/AT&T/T-Mobile A1532,5,Pre-Owned,32.00 to 49.00,178.6,from United States,480,27,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy S20 FE 5G SM-G781U - 128GB - Navy - (Unlocked) - Good,142,Good - Refurbished,164.99,28.84,from United States,35,16,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,"Samsung Galaxy Note10 PLUS SM-N975U1, 256GB, Unlocked, LCD DOT",42,Excellent - Refurbished,211.50 to 233.10,30.13,from United States,60,4,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW Blue coke Cola Pepsi mini Plastic mobile phone Dialer Dual Sim Gift,18,Brand New,22.98,1,from China,209,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
(Green),(Green) Retro Brick Cell Phone 80's Retro Mobile Phone Dual sim BMISJ-1595 MINI,12,Brand New,29.99,36.47,from United States,44,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
(Black),(Black) Brick Cell Phone Ornament Retro Old Fashioned Cell Phone Model,94,Brand New,18.17,0.99,from China,16,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy A23 5G 64GB LTE Black SM-A236 Unlocked | T-Mobile | AT&T,2,Pre-Owned,119.99,27.98,from United States,54,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Xiaomi,Xiaomi Poco X4 GT Global,4,Pre-Owned,122.93,13.44,from Australia,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Clear,Clear Phone Case For Samsung Galaxy S22 Ultra S21 Fe A52 5G Silicone Cover,49,Brand New,5.00 to 7.50,6.26,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Google,Google Pixel 6 - 128GB - Sorta Seafoam (Verizon and Unlocked),10,Open Box,249.99,30.45,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Moto,Moto G 5G UNLOCKED,22,Brand New,119.99,27.98,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy A53 A536 128GB Unlocked / US Cellular 5G Excellent,208,Pre-Owned,129.99,28.17,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy S23 5G SM-S911B/DS 128/256/512GB UnlockedGrade A+ Excellent,12,Excellent - Refurbished,713.63,32.54,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
New,New Original Nokia C2-01 Unlocked Hebrew English keyboard GSM Mobile Cellphone,3,Brand New,28.8,6,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone SE 3rd Gen A2595 A2783 64/128GB Unlocked Open Box,1,Pre-Owned,229.99,30.07,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy Note 8 | Note 9 - Unlocked Verizon T-Mobile AT&T Metro Sprint,15,Open Box,114.85 to 239.85,20.43,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy S9 - Unlocked - Verizon T-Mobile AT&T 64GB 4G Smartphone,734,Pre-Owned,107,27.74,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone SE 1st Gen. - 16/32/64/128GB - ALL COLORS Unlocked/AT&T/T-Mobile,7,Pre-Owned,54.99 to 94.99,178.6,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,"Apple iPhone 8 64GB 128GB 256GB GSM UNLOCKED, VERIZON UNLOCKED Fair",2,Pre-Owned,89.99 to 129.99,28.17,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy S22 Plus S906 128/256GB US Cellular Smartphone Excellent,45,Pre-Owned,239.99 to 289.99,30.26,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
SAMSUNG,SAMSUNG C3520 Mobile Phone Bluetooth MP3 FM Radio GSM Flip Unlocked Cell phone,3,Pre-Owned,35,26.37,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 4 - 8/16/32GB - ALL COLORS Unlocked/AT&T A1332,5,Pre-Owned,18.99 to 30.99,148.32,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone XR 64GB Factory Unlocked Smartphone Very Good Condition,94,Pre-Owned,185.00 to 279.00,29.22,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
SAMSUNG,SAMSUNG GALAXY NOTE 10 S10 S20+ Ultra S21 - FULLY UNLOCKED GSM/CDMA- MANY MODELS,101,Pre-Owned,144.99 to 289.99,29.12,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone SE 2nd Gen. - 64/128GB - All Colors - Unlocked/AT&T/T-Mobile,19,Pre-Owned,99.99 to 139.99,148.32,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
TCL,TCL 30 V 5G (T781S) Midnight Gray 128gb Verizon Locked,75,Excellent - Refurbished,74.99,27.13,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Google,Google Nexus 5,133,Brand New,25,Shipping,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 13 mini - (Unlocked) - 128GB - 256GB - 512GB - Acceptable,20,Pre-Owned,439.00 to 509.00,34.05,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 5s - 16/32/64GB - ALL COLORS Unlocked/AT&T/T-Mobile A1453,1,Pre-Owned,28.99 to 49.99,178.6,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Panasonic,Panasonic GD-55 (International) Cell Phone PINK GSM - NEW IN BOX - Rare Vintage,465,Open Box,59.99,59.55,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 13 PRO MAX 128GB 256GB 512GB (FACTORY UNLOCKED)✅1 YR WARRANTY✅✤O/B✤,54,Open Box,"937.95 to 1,169.95",43.91,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGApple iPhone 12 Pro 128GB - Gold - Unlocked - A+ Grade Mint - 1 Year Warranty,24,Excellent - Refurbished,513.31,55.35,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 4s - 8/16/32/64GB - ALL COLORS Unlocked/AT&T/Sprint A1387,20,Pre-Owned,24.99 to 42.99,148.32,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Metro,"Metro by T-Mobile REVVL V Plus 5G, 6.8"" HD+, 64GB, Prepaid Smartphone - SEALED",18,Brand New,98.9,27.58,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
LG,LG V60 THINQ 5G LM-V600AM V600TM V600VM 128GB Unlocked Smartphone - New Unopened,30,Brand New,249,Free,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy S9 G960U - 64GB - Choose Carrier - (Unlocked) - Light Shadow,2,Pre-Owned,89,27.4,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
🌟🌟NEW,🌟🌟NEW Samsung Galaxy Note20 Ultra 5G SM-N986U1-128GB-FACTORY UNLOCKED 🌟🌟,69,Brand New,442.99,34.12,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy A32 A326U 5G 64GB Unlocked Smartphone Brand New,4,Brand New,154.99,28.65,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
for,for Samsung S23 S23 Ultra S22 S21 S20 Ultra S10 S9 S8 Leather Wallet Stand Case,91,Brand New,7.5,39.93,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Sony,Sony Ericsson Xperia PLAY R800i Unlocked 512MB Slider Android Game Smartphone,5,Pre-Owned,91,27.43,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
📱,📱 Apple iPhone 4S 8/16/32GB - Unlocked Black white Grade A+ Condition 📱 IOS6,2,Pre-Owned,24.00 to 37.00,7,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy S10 | S10e | S10+ Plus 128GB 512GB Unlocked AT&T Verizon T-Mobile,23,Open Box,114.85 to 249.85,20.34,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy S20+ Plus 5G G986U 128GB Unlocked Black Very Good,6,Pre-Owned,167.99,28.9,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy S22 Ultra 128GB 256GB S908U US Cellular / Unlocked Excellent,38,Pre-Owned,464.99 to 544.99,34.54,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 5 - 16/32/64GB - ALL COLORS Unlocked/AT&T/Sprint A1429,552,Pre-Owned,24.99 to 47.99,148.32,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Google,Google Pixel 7 Pro 5G 128GB GE2AE Unlocked Excellent,492,Pre-Owned,519.99,35.58,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Realme,"Realme C55 (6GB+128GB) Dual SIM GSM Factory Unlocked 6.72"" 90Hz 64MP 5000mAh NEW",84,Brand New,199.99,29.5,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy Note FE SM-N935S/K/L / 64GB / Blue / Korean Unlocked,3,Pre-Owned,349,Free,from South Korea,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy S22+ PLUS SM-S906U - 128/256GB - Factory Unlocked Smartphones,45,Open Box,475.99 to 559.99,34.75,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NICE,NICE HOME ECCO5 HIGH AIR MASTER AVIO SHORE WIRE ECKIT COMPATIBLE REMOTE CONTROL,9,Brand New,14.97,5.2,from France,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy A32 5G SM-A326U 64GB Black (Sprint T-Mobile Unlocked) B Good,26,Good - Refurbished,99.99,27.6,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
iPhone,"iPhone SE 2020 2nd Gen, For Parts, Lot of 4",3,Parts Only,119.99,27.98,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Nokia,Nokia 6700 Classic- Silver Sim Free (Unlocked) Mobile Phone+12 Months Warranty,5,Brand New,83.87,42.26,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone XR 128GB Factory Unlocked (GSM+CDMA) AT&T T-Mobile Verizon Black,40,Good - Refurbished,224,29.96,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy A04e Dual Sim 32GB Unlocked Andriod Smartphone 4G LTE All Colours,236,Brand New,103.85,42.87,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy S10e SM-G970U 128GB+6GB Factory Unlocked Smartphone - New Sealed,267,Brand New,190.3,Free,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy S21 5G G991U 128/256GB Unlocked Great,2,Pre-Owned,199.99 to 209.99,29.69,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
SHARP,SHARP AQUOS KEITAI 2 SH-01J DOCOMO Android Flip Phone Unlocked Used,216,Pre-Owned,90,Free,from Japan,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
SAMSUNG,SAMSUNG GALAXY NOTE 10 S10 S20 S21 - FACTORY UNLOCKED GSM/CDMA (LOT),3,Pre-Owned,109.99 to 299.99,28.36,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
New,New Original Unlocked Samsung Galaxy Folder G1600 Dual SIM LTE Flip SmartPhone,32,Brand New,142,Free,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Nokia,Nokia 3310 Navy blue Unlocked 2G GSM 900/1800 Mobile Phone - with Snake II Game,38,Pre-Owned,27,26.22,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Sony,"Sony Xperia 10 Plus iDual SIM i4213, i4293 64GB Unlocked Smartphone- New Sealed",None,Brand New,186.00 to 196.00,Free,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 8 | 8 Plus 64GB 128GB 256GB GSM Unlocked ATT T-Mobile Cricket Metro,None,Open Box,114.95 to 229.95,22.24,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Google,Google Pixel 7 5G 128GB 256GB GVU6C Unlocked Excellent,None,Pre-Owned,379.99 to 439.99,32.92,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Nuu,Nuu Mobile A6L-C 8GB GSM Unlocked Smartphone Excellent,None,Pre-Owned,19.99,26.08,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy Note 10 | Note 10+ Plus 256GB - (Unlocked) T-Mobile AT&T Verizon,None,Open Box,224.95 to 309.95,22.14,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 11 64GB 128GB 256GB - Unlocked Smartphone - Excellent - Grade A,None,Excellent - Refurbished,333.71 to 466.70,49.88,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy Folder 2 {Orange} SM-G160N Unlocked Single SIM Used(LTE),None,Pre-Owned,169,Free,from South Korea,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Motorola,Motorola Moto G 5G 2022 XT2213-2 64GB (AT&T Unlocked) Moonlight Gray - Excellent,None,Excellent - Refurbished,105,27.7,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy S21 Plus 5G G996 128GB Unlocked / US Cellular Excellent,None,Pre-Owned,204.99,29.6,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 14 5G 128GB New Original Smartphone BLACK Midnight,None,Brand New,804.76,Shipping,from Italy,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Open,Open Box - Samsung Galaxy A22 5G A226BR 128GB GSM Factory Unlocked International,None,Open Box,159.99,28.74,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Straight,"Straight Talk Samsung Galaxy A03s 32GB Prepaid Smartphone 6.5"" HD+ Display New*",None,Brand New,69,51.97,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 5s Silver 16GB A1453 - Unlocked - Tested,None,Pre-Owned,27.97,44.58,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 12 Pro Max 128GB 256GB 512GB Unlocked All Colours - Excellent,None,Excellent - Refurbished,701.11,61.09,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGApple iPhone 12 Pro Max 256GB Gold Unlocked)- GREAT CONDITION,None,Pre-Owned,588.44,Shipping,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Huawei,Huawei Nova 9 SE - 128GB - Crystal Blue,None,Pre-Owned,71.66,Shipping,from Germany,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Nokia,Nokia 105 Dual SIM Black Unlocked (Free SIM) 4th Edition,None,Brand New,15.65,40.18,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGApple iPhone XR - 64GB - Black (Unlocked) A2105 (GSM),None,Pre-Owned,125.2,Shipping,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGApple iPhone 13 128GB Blue (Without Simlock) (Dual SIM),None,Brand New,536.56,Shipping,from Germany,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGSamsung Galaxy Z Fold4 SM-F936B/DS - 256GB - Phantom Black (Unlocked),None,Pre-Owned,796.27,Shipping,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 11 - 64GB - Black (Boost Mobile) A2111 (CDMA + GSM),None,Brand New,197.5,Shipping,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGSamsung Galaxy A54 5g 128gb for Metro by T-Mobile Brand New,None,Brand New,275,Shipping,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGSamsung Galaxy S22 SM-S901U - 128GB - Black (AT&T),None,Pre-Owned,185,Shipping,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGSamsung Galaxy S22 5G SM-S901U 128GB Green (Verizon ) Unlocked,None,Pre-Owned,218,Shipping,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 13 128GB 256GB 512GB AT&T Sprint T-Mobile Unlocked Verizon Fair,None,Pre-Owned,167.5,36.15,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Motorola,Motorola Verizon Droid 2 A955 Android Smart Phone qwerty-keyboard WiFi 3G,None,Pre-Owned,349.99,94.21,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGiPhone 12 64GB PURPLE MAXIMUM BATTERY CAPACITY 88% NO LIGHTNING NO POWER SUPPLY,None,Pre-Owned,409.99 to 549.99,Shipping,from Italy,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGApple iPhone 13 mini - 128GB - Starlight (Unlocked) - Sealed,None,Brand New,17.95,Shipping,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGApple iPhone 12 - 128GB - Blue (Unlocked) (CA),None,Pre-Owned,385.26,Shipping,from Canada,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGOnePlus 9 Pro 128GB Morning Mist (Without Simlock) (Dual SIM),None,Pre-Owned,500.8,18.07,from Germany,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
For,For Samsung Galaxy A13 A12 A32 A71 A03S 5G Shockproof Rugged Phone Case Cover,None,Brand New,170.28,Shipping,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 12 - 64GB - Black (O2),None,Pre-Owned,177.07,39.85,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Silicone,Silicone Case For iPhone 11 12 13 Pro 14 Pro Max X XR 7 8 Plus SE Lens Cover,None,Brand New,10.51 to 10.91,Shipping,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGApple iPhone XR 64GB Smartphone - Coral (Unlocked),None,Pre-Owned,300.48,Free,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Nokia,Nokia 8.3 5G - 128GB - Polar Night (Unlocked). -Sealed,None,Brand New,4.24 to 4.95,37.47,from United Arab Emirates,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy Z Flip 4 SM-F721U1 256GB GRAPHITE Factory Unlocked- EXCELLENT,None,Open Box,150.24,Shipping,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
ASUS,ASUS ROG Phone 5 ZS673KS - 256GB - Phantom Black (Unlocked) (Dual SIM) (16GB),None,Pre-Owned,287.96,Shipping,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy Note8 SM-N950 - 64GB - Maple Gold (EE) Smartphone,None,Pre-Owned,619,Shipping,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGSamsung Galaxy S22 Ultra,None,New (Other),250.4,Shipping,from Italy,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGApple iPhone 12 Pro Max A2411 - 256GB - Graphite (Without Simlock) (Dual SIM) GOOD,None,Pre-Owned,87.64,Shipping,from Germany,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGiPhone,None,Open Box,536.58,Shipping,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 14 - 128GB - Midnight (Unlocked) + airpods pro 2,None,Pre-Owned,804.86,Shipping,from Australia,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGiPhone XS Max 256gb Rose Gold Unlocked Mint Condition,None,Pre-Owned,140.58,Shipping,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGApple iPhone XS MT9G2B/A 64GB (Unlocked) - Gold,None,Parts Only,700,Shipping,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGGoogle Pixel 6 Pro - 128GB - Stormy Black ,None,Parts Only,426.17,Shipping,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGApple iPhone XR - 64GB - White (AT&T) A1984 (CDMA + GSM) IC Locked,None,Parts Only,187.8,Shipping,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone XS - 64GB - Space Grey (Unlocked) A2097 (GSM),None,Pre-Owned,27.04,Shipping,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone X - 64GB - Space Gray (Unlocked) Model A1901,None,Pre-Owned,100.16,Shipping,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 13 Pro Max - 128GB - Sierra Blue (Unlocked) (CA),None,Pre-Owned,52.58,Shipping,from Canada,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
