brand,item_name,rating,comments,all_price ($),shipping_cost (+$) ,shipping from,sold_quantity (+),view_quantity,notice,image_url
Redmi,Redmi Note 12 Pro 8+256GB/6+128GB 120Hz 108MP 67W NFC Snapdragon®732G Smartphone,None,Brand New,156.5,Shipping,from Switzerland,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy A04E 32GB 2022 Mobile Phone DUAL SIM Smart Phone New UNLOCKED,None,Brand New,40,Shipping,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone X - 64GB - Space Grey (Unlocked),None,Pre-Owned,70,Shipping,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGiPhone 12 mini 64GB,None,New (Other),156.5,Shipping,from Italy,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone SE 16/32/64/128gb All Colour Unlocked 4G LTE UK Grade A+ Apple BOX,None,Pre-Owned,106.42,Shipping,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTING1637 - Huawei P30 128GB Dual Sim - BLACK,None,Parts Only,281.33,Shipping,from France,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,"NEW LISTINGAndroid Phone, Samsung Galaxy S10",None,Pre-Owned,256.48 to 299.41,Shipping,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Joblot,"Joblot of Mobile Phones - 30 Smartphones, all faulty",None,Parts Only,100.02 to 100.15,Shipping,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 12 - 128GB - Blue (Unlocked),None,Pre-Owned,138.97,Shipping,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGApple iPhone 12 - 64GB - White (Unlocked),None,Pre-Owned,348.77,Shipping,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGApple iPhone 13 Pro - 128GB - Graphite (Unlocked),None,Pre-Owned,56.33 to 81.37,27.6,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy A32 A326U 5G 64GB Unlocked Smartphone Open Box,None,Open Box,1.07,26.18,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Original,Original Nokia 3310 blue Unlocked 2G GSM 900/1800 Cellular Phone,None,Pre-Owned,71.36,29.98,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy S21 Plus 5G G996 128/256GB Unlocked Smartphone Great,None,Pre-Owned,68.86,Shipping,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGApple iPhone 12 - 64GB - Blue (Unlocked) Excellent condition no marks or scratch,None,Pre-Owned,210,Shipping,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 12 - 64GB - Green (Three),None,Pre-Owned,164.01,Shipping,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGSamsung Galaxy Z Flip4 SM-F721U - 256GB - Bora Purple. (unlocked) lcd damage,None,Parts Only,363.08,Shipping,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 7 Plus - 128GB - Rose Gold,None,Pre-Owned,99.99 to 119.99,Shipping,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Xiaomi,Xiaomi Redmi Note 12 Pro 5G 8+256GB 120Hz 50MP MediaTek Dimension1080 Smartphone,None,Brand New,25,29.12,from Switzerland,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGApple iPhone 11 - 64GB - Purple (EE) A2221 (CDMA + GSM),None,Pre-Owned,224.99,Shipping,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,"Apple iPhone 8 (Excellent Condition) Factory Unlocked, AT&T, T-Mobile",None,Pre-Owned,14.4,0.65,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 11 256GB Black (Without Simlock) (Dual SIM) ,None,Parts Only,200.32,48.29,from Germany,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
(Sakura,(Sakura Pink)XS11 Mini Smartphone 3G 2.5 Inch Cell Phones Super Mini,None,Brand New,287.96,40.45,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,"Samsung J6 SM-J600FN/DS 5.9"" Dual Sim + Micro SD Black 32GB Android 10",None,Pre-Owned,100,26.84,from Germany,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGApple iPhone XS Gold 64GB Unlocked Very Good Condition,None,Pre-Owned,500,40.65,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Lively-,Lively- Jitterbug® Smart3 Smartphone for Seniors - Black,None,Brand New,125.2,15,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Big,"Big button mobile phone for the elderly, Unlocked, SOS Button, Cradle",None,Brand New,317.76,66.16,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGNokia Lumia 920 - 32GB - White (Unlocked) Smartphone,None,Pre-Owned,199.07,23.43,from Finland,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTING12 Apple iPhone SE Phone Lot 16GB Silver (locked) A1662 (CDMA + GSM),None,Pre-Owned,179.99,Shipping,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 4S 16GB Unlocked Cell Phone Excellent Condition GSM | CDMA ✅,None,Pre-Owned,22,25.89,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 8 - 64GB - Space Grey (Unlocked) A1905 (GSM),None,Pre-Owned,40.83,6.26,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Wall,Wall Outlet To Triple USB Power Adapter - Wall Charger For Smartphones (USB-C),None,Brand New,57.95,48.29,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Case,Case & Screen Protector for iPhone 13 7 8 XR 11 14 12 PRO MAX FRONT + BACK 360,None,Brand New,200,40.8,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Motorola,Motorola MOTO G5 (XT1676) Dual Sim + Micro SD Slot 16GB Black,None,Pre-Owned,59.95,1.24,from Germany,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Doro,Doro 1370 mobile phone elderly OAP big button easy dial with £10 Included,None,Brand New,31.29,37.6,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Retro,Retro Mobile Phone 80'S 90'S Old Fashioned Portable Brick Cell(Pink),None,Brand New,10,27.6,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy A32 5G - 64GB - Awesome Black (T-Mobile) (Single SIM),None,Pre-Owned,200,6.26,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,"NEW Straight Talk TCL 4X 5G T601DL 64GB 6.5"" (Black)",None,Brand New,29.99,33.21,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
For,For Samsung Galaxy S22 Ultra S20 FE S10 S10+ 5D Screen Protector Tempered Glass,None,Brand New,13.15,26.83,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 12 Mini 64GB 128GB 256GB All Colors (Unlocked) - Very Good,None,Pre-Owned,9.99,26.46,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy S22 Ultra 128GB - LDU - Live Demo Unit NO SIM WORK NO IMEI,None,New (Other),8.75,29.3,from Italy,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Nokia,Nokia Lumia 1520 16GB - Yellow - AT&T - Windows 10 - READ!!,None,Pre-Owned,26.83,48.29,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
🔥New,🔥New Palm Phone PVG100 Small Premium FACTORY UNLOCKED 32GB Android Smartphone,None,Brand New,36.31,Shipping,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Motorola,Motorola Moto G6 Play 3GB / 32GB Dual-Sim + Micro-SD (up to 128GB) deep indigo,None,Pre-Owned,16.24,26.83,from Germany,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Xiaomi,Xiaomi Mi 10T Pro - 256GB - Cosmic Black (Unlocked) (Dual SIM),None,New (Other),50,37.1,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
FOR,FOR PARTS OnePlus 7 Pro 256GB Gray GM1915 World Phone FOR PARTS ONLY NO WARRANTY,None,Parts Only,99.99,27.41,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
PARTS,PARTS ONLY Apple iPhone 14 Plus - 256GB - Blue (Unlocked) MGM LOCKED PLEASE READ,None,Parts Only,5.00 to 10.00,98.25,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Motorola,Motorola Moto G Pure - UNLOCKED,None,Brand New,395.19,23.58,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
07-Oct,7/10 BLACKBERRY KEY2 LE 32GB KEYTWO UNLOCKED CELL PHONE FIDO ROGERS TELUS BELL +,None,Pre-Owned,375.6,45.23,from Canada,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Good,Good Condition Apple iPhone 5S-16GB Unlocked GSM | CDMA Silver ✅,None,Pre-Owned,39.97,18.3,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
iPhone,"iPhone 8 Plus (64GB or 256GB) - Grey, Gold, Silver, Red - Unlocked - Very Good",None,Very Good - Refurbished,189,29.06,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 7+ - 32GB - Black (Unlocked) (Read Description) BG1041,None,Pre-Owned,47.22,28.1,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Google,"Google Pixel 6 - 128GB - Seafoam, Coral, Black - Verizon - Good",None,Good - Refurbished,187.8,27.13,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Apple,Apple iPhone 7 Plus - 32GB 128GB 256GB - All Colors - Good Condition,None,Good - Refurbished,262.92,27.02,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Lively-,Lively- Jitterbug Smart3 Smartphone for Seniors - Black NEW,None,Brand New,58.99,42.66,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGLG G8 ThinQ - 128GB - Black (Verizon) Very Good - Minor screen flaw,None,Pre-Owned,599.99,None,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
NEW,NEW LISTINGApple iPhone 11 Pro - 256GB - Midnight Green (Unlocked) READ DESCRIPTION,None,Pre-Owned,89.99,None,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/-y8AAOSw4pNkF17I/s-l300.webp
Samsung,Samsung Galaxy S22 SM-S901U - 128GB - All Colors - (Unlocked) - Very Good,8,Very Good - Refurbished,429,33.86,from United States,55,14,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Samsung,Samsung Galaxy S8 (SM-G950U1) 64GB GSM Unlocked Silver Clean IMEI -LCD Burns,1,Pre-Owned,66.3,26.96,from United States,24,4,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Samsung,Samsung Galaxy XCover Pro Rugged SM-G715V - 64GB - Black (Verizon) Very Good,14,Pre-Owned,69.99,27.03,from United States,70,11,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Kyocera,Kyocera DuraXV Extreme E4810 - 16GB - Black (Verizon) Smartphone,25,Pre-Owned,99.55,27.6,from United States,54,17,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Apple,Apple iPhone 7 Plus - 32GB 128GB 256GB - All Colors - Good Condition,216,Good - Refurbished,110.00 to 135.00,28.1,from United States,59,6,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Lively-,Lively- Jitterbug Smart3 Smartphone for Seniors - Black NEW,3,Brand New,74.99,27.13,from United States,201,15,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Apple,Apple iPhone 13 Pro Max - 128GB - All Colors - Unlocked - Good Condition,10,Good - Refurbished,811.79,41.13,from United States,95,22,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Apple,Apple iPhone 12 - 256GB - All Colors - Unlocked Smartphone - Good Condition,128,Good - Refurbished,440.09,34.07,from United States,11,9,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Apple,Apple iPhone XR - 64GB - All Colors - (AT&T) - Smartphone - Good Condition,25,Good - Refurbished,188.09,29.28,from United States,72,5,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Apple,Apple iPhone 8 - 64GB - Space Grey (Sprint) A1863 (CDMA + GSM),49,Open Box,100,38.25,from United States,380,31,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Apple,Apple iPhone XR - 64GB 128GB 256GB - All Colors - Excellent Condition,13,Excellent - Refurbished,282,31.06,from United States,135,20,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Google,"Google Pixel 6 - 128GB - Seafoam, Coral, Black - T-Mobile - Very Good",14,Very Good - Refurbished,217.79,29.84,from United States,226,19,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Apple,Apple iPhone SE 2nd Gen - 64GB 128GB 256GB - All Colors - Good Condition,44,Good - Refurbished,113.00 to 212.00,27.98,from United States,13,44,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Samsung,Samsung Galaxy S8 SM-G950U - 64GB Black Coral Silver Gray (GSM Unlocked),4,Pre-Owned,69.99 to 119.99,27.98,from United States,134,10,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Samsung,"Samsung Galaxy S20+ Plus 5G 128GB GSM/CDMA SM-G986U 6.7"" (Unlocked) Open Box",91,Open Box,275,30.93,from United States,82,127,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
NEW,NEW UNLOCKED SAMSUNG GALAXY S20+ PLUS 5G SM-G986U 128GB BLACK GRAY GSM+CDMA,1,Brand New,303.88 to 439.88,31.48,from United States,15,23,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
2023,2023 DOOGEE S100 Rugged Smartphone 12GB+256GB Android 12 Unlocked 10800mAh 120Hz,129,Brand New,349.31,50.36,from United Kingdom,134,2,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Full,Full Cover TEMPERED Glass For iPhone 11 12 13 PRO XS MAX XR 7 8 Screen Protector,80,Brand New,7.5,6.26,from United Kingdom,72,14,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Apple,Apple iPhone 13 Pro Max - 128GB 256GB 512GB - All Colors - Excellent Condition,174,Excellent - Refurbished,727.00 to 872.00,39.52,from United States,139,35,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Kyocera,Kyocera DuraForce PRO 2 E6910 64GB Black (Verizon / GSM UNLOCKED) New Other,3,Open Box,109.44,27.78,from United States,68,6,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
NEW,NEW LISTINGApple iPhone 8 - 64GB - Gold (TMobile) (Read Description) BH1016,7,Pre-Owned,2.25,17.91,from United States,234,58,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
NEW,NEW LISTINGApple iPhone 8+ - 64GB - Gray (Unlocked) (Read Description) CB1078,18,Pre-Owned,20.5,26.09,from United States,107,32,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Samsung,Samsung Galaxy A73 128GB 256GB 5G 8GB RAM SM-A736B/DS Dual Sim Unlocked New,373,Brand New,456.97 to 494.53,53.64,from United Kingdom,6,4,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
BRAND,BRAND NEW IN BOX AT&T SONIM XP8 XP8800 4G LTE GSM RUGGED ANDROID SMARTPHONE H50H,4,Brand New,169.99,56.23,from United States,31,41,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Apple,Apple iPhone 13 - 128GB 256GB 512GB - All Colors - Very Good Condition,65,Very Good - Refurbished,576.00 to 684.00,36.72,from United States,12,16,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Apple,Apple iPhone 12 Pro Max - 256GB - All Colors (Unlocked) - Good Condition,25,Good - Refurbished,633.59,37.74,from United States,13,10,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Apple,Apple iPhone 2G Generation - 8GB - Silver,12,Pre-Owned,85.23,19.67,from Australia,"2,436",6,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Samsung,"Samsung A40 SM-A405FN/DS 5.9"" Dual Sim + Micro SD Black 64GB Android",22,Pre-Owned,95.51,48.29,from Germany,80,26,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Apple,Apple iPhone 8 A1863 (Fully Unlocked) 64GB Space Gray (Excellent),2,Excellent - Refurbished,130,28.17,from United States,21,23,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
realme,realme GT Master Edition (RMX3363) 128GB - Gray (GSM Unlocked) Dual SIM - K2322,116,Pre-Owned,169.99,28.93,from United States,15,20,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Motorola,Motorola Edge 5G UW 2021 XT2141-1 Blue 128GB (Verizon and Unlocked) 9/10 **,186,Pre-Owned,154.9,28.65,from United States,"1,906",20,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
UNLOCKED,UNLOCKED LG Velvet 5G LM-G900TM - 128GB - Aurora Gray (T-Mobile Unlocked),37,Open Box,169.99,28.93,from United States,34,8,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Lot,Lot of 15 Mixed Cell Phones Parts / Repair Broke Broken TracFone ZTE LG Kyocera,1,Parts Only,25,60.97,from United States,15,8,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Apple,Apple iPhone 8 - 64GB 128GB 256GB - All Colors - Very Good Condition,45,Very Good - Refurbished,123.00 to 131.00,28.04,from United States,42,17,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Apple,Apple iPhone XS - 64GB - All Colors - Unlocked (CDMA+GSM) - Very Good Condition,16,Very Good - Refurbished,263.99,30.72,from United States,45,11,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Case,Case for Samsung Galaxy S22 S21 ULTRA S21 S20 FE S9 S9 S10+ 360 Protective COVER,8,Brand New,7.5,6.26,from United Kingdom,212,11,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Apple,Apple iPhone 11 Pro Max - 256GB - All Colors (AT&T) - Very Good Condition,2,Very Good - Refurbished,465.29,34.54,from United States,32,13,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
CAT,CAT S42 Rugged Smartphone 4G LTE 32GB Dual Sim GSM Factory Unlocked IP68 New,14,Brand New,129.95,28.17,from United States,40,10,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Tecno,Tecno Camon 20 4g 64MP 8+8 GB RAM 256 GB HDD Helio G85 5000mAh Factory Unlocked,5,Brand New,250,Free,from India,44,2,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Samsung,Samsung Galaxy S20 FE Unlocked 5G SM-G781V - 128GB - Cloud Navy,174,Pre-Owned,175,29.03,from United States,96,50,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Samsung,Samsung Galaxy A04e 128GB 4GB RAM SM-A042M/DS Factory Unlocked 6.5'' Display New,48,Brand New,134.95,28.27,from United States,20,8,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Apple,Apple iPhone 11 Pro - 64GB - All Colors (Unlocked) A2160 - Very Good Condition,8,Very Good - Refurbished,366.29,32.66,from United States,43,4,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
Samsung,Samsung Galaxy A73 5G SM-A736B/DS 128GB 8GB Dual SIM Unlocked Global Version,23,Brand New,409.99,33.49,from United States,147,9,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
NEW,NEW LISTINGApple iPhone XR - 64GB - Red (Unlocked) (Read Description) CB1072,2,Pre-Owned,72,27.07,from United States,29,23,None,https://i.ebayimg.com/thumbs/images/g/D5cAAOSwdHljbv14/s-l300.webp
